file,#,description,eif,value,income-type,income-amount
"White House/Knight, Shahira E",12,Wasatch International Opps,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Knight, Shahira E",13,First Eagle Global,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Knight, Shahira E",14,Primecap Odyssey Growth,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Knight, Shahira E",15,Diamond Hill Large Cap,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Knight, Shahira E",16,Victory RS Mid Cap Growth,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Knight, Shahira E",17,Victory Sycamore Estblished Value,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Knight, Shahira E",18,T. Rowe Price US Small Cap Growth,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Knight, Shahira E",19,Fidelity Advisor Small Cap Value,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Knight, Shahira E",20,T. Rowe Price Institutional International Concentrated,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Knight, Shahira E",21,Harding Loevner International Equity,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Knight, Shahira E",22,Grandeur Peak International Stalwarts,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Knight, Shahira E",23,Oppenheimer Developing Markets,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Knight, Shahira E",24,Hartford World Bond,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Knight, Shahira E",25,Templeton Global Bond,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Knight, Shahira E",26,FPA New Income,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Knight, Shahira E",27,Allianz RCM Short Duration High Income,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Knight, Shahira E",28,ARBFX Arbitrage I,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Knight, Shahira E",29,Touchstone Arbitrage Y,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Knight, Shahira E",30,Energy Select Sector SPDR,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Knight, Shahira E",31,Vanguard Market Neutral Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Knight, Shahira E",32,Invesco Comstock A,Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"White House/Koh, Grace",1,"Camber Consult, LLC (Government Contractor (IT))",N/A,,Consulting fees.,
"White House/Koh, Grace",2,SEP IRA,No,"$250,001 - $500,000",,None (or less than $201)
"White House/Koh, Grace",2.1,SEP-SDS Proshares Ultra Short S&P 500 ETF,Yes,"$250,001 - $500,000",,None (or less than $201)
"White House/Koh, Grace",3,US Brokerage -- ROTH IRA (cash),N/A,"$1,001 - $15,000",,"$5,001 - $15,000"
"White House/Koh, Grace",4,US Brokerage -- IRA #2 (cash),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Koh, Grace",5,US Brokerage -- IRA #1 (cash),N/A,"$15,001 - $50,000",,None (or less than $201)
"White House/Koh, Grace",6,US Brokerage -- SIMPLE IRA,No,"$100,001 - $250,000",,None (or less than $201)
"White House/Koh, Grace",6.1,SIMPLE - SDS Proshares Ultra Short S&P 500 ETF,Yes,"$100,001 - $250,000",,None (or less than $201)
"White House/Korn, Jennifer",1,Northrop Grumman,N/A,,salary,
"White House/Korn, Jennifer",2,Northrop Grumman Savings Plan,No,,,
"White House/Korn, Jennifer",2.1,Northrop Grumman Stock Fund,N/A,"$15,001 - $50,000",Dividends,"$201 - $1,000"
"White House/Korn, Jennifer",2.2,US Equity,Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Korn, Jennifer",2.3,Emerging Mkts Equity,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Korn, Jennifer",2.4,International Equity,Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Kushner, Jared",1,"Ivanka M. Trump Business Trust (IT Collection LLC, Holding Company in New York, NY))",N/A,"Over $50,000,000",,None (or less than $201)
"White House/Kushner, Jared",1.1,"IT Operations LLC (Management Company in New York, NY)",N/A,,,
"White House/Kushner, Jared",1.2,"IT Operations Managing Member Corp (Pass-Thru Company for IT Operations LLC; New York, NY)",N/A,,,
"White House/Kushner, Jared",1.3,"IT Apparel II LLC (Licensing contracts for clothing and cold weather accessories; New York, NY)",N/A,,,
"White House/Kushner, Jared",1.4,"IT Apparel II Managing Member Corp (Pass- Thru Company for IT Apparel II LLC; New York, NY)",N/A,,,
"White House/Kushner, Jared",1.5,"IT Baby Home LLC (Licensing contracts for baby products - bedding giftables; New York, NY)",N/A,,,
"White House/Kushner, Jared",1.6,"IT Baby Home Member Corp (Pass-Thru Company for IT Baby Home LLC; New York, NY)",N/A,,,
"White House/Kushner, Jared",1.7,"IT Eyewear LLC (Licensing contracts for sunglasses; New York, NY)",N/A,,,
"White House/Kushner, Jared",1.8,"IT Eyewear Manager Corp (Pass-Thru Company for IT Eyewear LLC; New York, NY)",N/A,,,
"White House/Kushner, Jared",1.9,"IT Fashion Jewelry LLC (Licensing contracts for costume jewelry; New York, NY)",N/A,,,
"White House/Kushner, Jared",1.10,"IT Fashion Jewelry Member Corp (Pass-Thru Company for IT Fashion Jewelry LLC; New York, NY)",N/A,,,
"White House/Kushner, Jared",1.11,"IT Fragrance LLC (Licensing contracts for perfume; New York, NY)",N/A,,,
"White House/Kushner, Jared",1.12,"IT Fragrance Manager Corp (Pass-Thru Company for IT Fragrance LLC; New York, NY)",N/A,,,
"White House/Kushner, Jared",1.13,IT Handbags LLC (Licensing contracts for handbags; New York; NY),N/A,,,
"White House/Kushner, Jared",1.14,"IT Handbags Member Corp (Pass-Thru for IT Handbags LLC; New York, NY)",N/A,,,
"White House/Kushner, Jared",1.15,"IT Home Marks LLC (Licensing contracts for home products; New York, NY)",N/A,,,
"White House/Kushner, Jared",1.16,"IT Home Marks Managing Member Corp (Pass-Thru Company for IT Home Marks LLC; New York, NY)",N/A,,,
"White House/Kushner, Jared",1.17,"IT Promotions LLC (Event Promoter in New York, NY)",N/A,,,
"White House/Kushner, Jared",1.18,"Ivanka Trump Marks LLC (Owner of Various Trademarks; New York, NY)",N/A,,,
"White House/Kushner, Jared",1.19,"Ivanka Marks Holding Corp (Pass-Thru Company for Ivanka Trump Marks LLC; New York, NY)",N/A,,,
"White House/Kushner, Jared",1.20,"Ivanka Trump Marks II LLC (Licensing contracts for shoes; New York, NY)",N/A,,,
"White House/Kushner, Jared",1.21,"Ivanka Trump Marks II Member Corp (Pass- Thru Company for Ivanka Trump Marks II LLC; New York, NY)",N/A,,,
"White House/Kushner, Jared",1.22,"Ivanka Trump Marks Jewelry LLC (Licensing contracts for fine jewelry; New York, NY)",N/A,,,
"White House/Kushner, Jared",1.23,"Ivanka Trump Marks Jewelry Member Corp (Pass-Thru Company for Ivanka Trump Marks Jewelry LLC; New York, NY)",N/A,,,
"White House/Kushner, Jared",2,"IT WWW PUB LLC (Book Contract with Penguin Random House LLC; New York, NY)",N/A,,,
"White House/Kushner, Jared",2.1,"""Women Who Work,"" Penguin Random House LLC (value not readily ascertainable)",N/A,,Advance,
"White House/Kushner, Jared",3,"Ivanka OPO LLC (Investment in Trump Old Post Office LLC; Washington, DC)",N/A,"$5,000,001 - $25,000,000",Rent or Royalties,"$1,000,001 - $5,000,000"
"White House/Kushner, Jared",4,"T International Realty LLC (Luxury Real Estate Brokerage Company; New York, NY)",N/A,"$1,000,001 - $5,000,000",Guaranteed Payment and Commissions,
"White House/Kushner, Jared",5,"TTT Consulting LLC (Consulting, licensing, and management services for real estate projects; New York, NY)",N/A,"$5,000,001 - $25,000,000",Guaranteed Payment and Consulting Fees,
"White House/Kushner, Jared",6,"TTTT Venture LLC (royalties and licensing for real estate projects; New York, NY)",N/A,"$5,000,001 - $25,000,000",Rent or Royalties,
"White House/Kushner, Jared",7,"TRUMP PAYROLL CORP (New York, NY)",N/A,,Salary,
"White House/Kushner, Jared",8,"GCM Trust (Trustee; New York, NY)",N/A,,Trustee Fees,
"White House/Kushner, Jared",9,"Trump Payroll Corp, 401(k) plan",No,,,
"White House/Kushner, Jared",9.1,Fidelity Overseas Fund (FOSFX),Yes,"$50,001 - $100,000",,None (or less than $201)
"White House/Kushner, Jared",9.2,Fidelity Growth Company (FDGRX),Yes,"$50,001 - $100,000",,None (or less than $201)
"White House/Kushner, Jared",9.3,Fidelity Value Fund (FDVLX),Yes,"$50,001 - $100,000",,None (or less than $201)
"White House/Kushner, Jared",9.4,Fidelity Dividend Growth Fund (FDGFX),Yes,"$50,001 - $100,000",,None (or less than $201)
"White House/Kushner, Jared",9.5,Fidelity Freedom 2040 Fund (FFFFX),Yes,"$50,001 - $100,000",,None (or less than $201)
"White House/Kushner, Jared",10,"""The Trump Card,"" Simon & Schuster (value not readily ascertainable)",N/A,,,None (or less than $201)
"White House/Kushner, Jared",11,IT OPERATIONS LLC (all assets reflected in the Ivanka M. Trump Business Trust),N/A,"None (or less than $1,001)",Rent or Royalties,"Over $5,000,000"
"White House/Kushner, Jared",12,"WWW OPERATIONS LLC (holds URL associated with Women Who Work; value not readily ascertainable; New York, NY)",N/A,,,None (or less than $201)
"White House/Lansing, Gerrit",1,POLITICO (Media company),N/A,,Salary,"$85,000"
"White House/Lansing, Gerrit",2,Politico 401K,No,"$1,001 - $15,000",,None (or less than $201)
"White House/Liddell, Chris",1,Fidelity Rollover IRA #1,No,,,
"White House/Liddell, Chris",1.1,FDIC insured deposit at US Bank,N/A,"$1,001 - $15,000",Interest,None (or less than $201)
"White House/Liddell, Chris",1.2,Fidelity 500 Index Fund - Investor Class,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Liddell, Chris",2,Fidelity Rollover IRA #2,No,,,
"White House/Liddell, Chris",2.1,FDIC insured deposit at US Bank,N/A,"$100,001 - $250,000",Interest,None (or less than $201)
"White House/Liddell, Chris",2.2,FDIC insured deposit Huntington Bank,N/A,"$100,001 - $250,000",Interest,None (or less than $201)
"White House/Liddell, Chris",2.3,FDIC insured deposit  HSBC Bank,N/A,"None (or less than $1,001)",Interest,None (or less than $201)
"White House/Liddell, Chris",2.4,FDIC insured deposit  Wells Fargo,N/A,"$100,001 - $250,000",Interest,None (or less than $201)
"White House/Liddell, Chris",2.5,FDIC insured deposit  CitiBank,N/A,"$100,001 - $250,000",Interest,None (or less than $201)
"White House/Liddell, Chris",3,IRA (cash) @ TD Bank,N/A,"$1,001 - $15,000",Interest,None (or less than $201)
"White House/Liddell, Chris",4,IRA (cash) @ Wrentham Co-Op Bank,N/A,"$1,001 - $15,000",Interest,None (or less than $201)
"White House/Liddell, Chris",5,401(k) plan (Microsoft),No,,,
"White House/Liddell, Chris",5.1,Vanguard S-T Bond Idx IS Pl,Yes,"$50,001 - $100,000",,"$201 - $1,000"
"White House/Liddell, Chris",5.2,Microsoft common stock,N/A,"None (or less than $1,001)",Dividends Capital Gains,"$100,001 - $1,000,000"
"White House/Liddell, Chris",5.3,Vanguard S&P 500 Index,Yes,"$100,001 - $250,000",,None (or less than $201)
"White House/Locetta, Jennifer R",1,"Harris Systems USA, Inc. (a division of Constellation Software, Inc.)",N/A,,"salary, bonus",
"White House/Locetta, Jennifer R",2,"Constellation Software, Inc. Stock (Unrestricted & Restricted)",No,"$1,001 - $15,000",Dividends,None (or less than $201)
"White House/Locetta, Jennifer R",3,Vanguard Rollover IRA,No,"$15,001 - $50,000",,
"White House/Locetta, Jennifer R",3.1,Vanguard Target 2045 Fund,Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"White House/Locetta, Jennifer R",4,Vanguard Roth IRA,No,"$15,001 - $50,000",,
"White House/Locetta, Jennifer R",4.1,Vanguard Wellington,Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"White House/Locetta, Jennifer R",5,"Voya 401K (Retirement Plan through Constellation Software, Inc.)",No,"$50,001 - $100,000",,
"White House/Locetta, Jennifer R",5.1,Voya US Stock Index Portfolio,Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"White House/Locetta, Jennifer R",5.2,The Hartford Dividend & Growth Index Fund,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Locetta, Jennifer R",5.3,Vanguard VIF Small Company Growth Portfolio,Yes,"$15,001 - $50,000",,"$2,501 - $5,000"
"White House/Lotter, Marc E",1,State of Indiana,,,salary,
"White House/Lotter, Marc E",2,State of Indiana - Public Employees Retirement Fund,,"None (or less than $1,001)",,
"White House/Lotter, Marc E",2.1,Indiana 2035 Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Marquis, Ashley H.",1,Prism Strategy Inc. (Public relations and government affairs consulting),N/A,,"salary, partnership share",
"White House/Marquis, Ashley H.",2,Charles Schwab IRA,No,"$50,001 - $100,000",,None (or less than $201)
"White House/Marquis, Ashley H.",2.1,Charles Schwab US REIT ETF,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Marquis, Ashley H.",2.2,ISHARES GOLD ETF,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Marquis, Ashley H.",2.3,ISHARES HIGH YIELD CORPORATE BOND ETF,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Marquis, Ashley H.",2.4,SCHWAB EMERGING MARKETS EQUITY ETF,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Marquis, Ashley H.",2.5,SCHWAB FUNDA EMERGING MARKETS LARGE ETF IV,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Marquis, Ashley H.",2.6,SCHWAB FUNDAMENTAL INL LARGE COM ETF,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Marquis, Ashley H.",2.7,SCHWAB INTERNATIONAL EQUITY ETF,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Marquis, Ashley H.",2.8,SCHWAB US LARGE CAP ETF,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Marquis, Ashley H.",2.9,SCHWAB US SMALL CAP ETF,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Marquis, Ashley H.",2.10,SPDR BLMBRG BRCLY INTRMDT TRM ETF,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Marquis, Ashley H.",2.11,VANECK VECTORS JP MORGAN EMERGING MARKETS LOC CURRENCY BD ETF,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Marquis, Ashley H.",2.12,VANGUARD GLBAL EX US REAL ES,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Marquis, Ashley H.",2.13,VANGUARD MORTGAGE BACKED SEC ETF,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Marquis, Ashley H.",2.14,VANGUARD SMALL CAP ETF,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Marquis, Ashley H.",2.15,VANGUARD TOTAL INTERNATIONAL BND ETF,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Marshall, Kirk R",1,Accenture Federal Salary,N/A,,,
"White House/Marshall, Kirk R",2,Vanguard Roth IRA,Yes,,,
"White House/Marshall, Kirk R",3,Accenture 401(k),Yes,,,
"White House/Marshall, Kirk R",4,Accenture Bonus,,,,
"White House/Matich, Nicholas T",1,Vanguard Total Stock Market Index Fund Admiral Shares,Yes,"$50,001 - $100,000",,"$2,501 - $5,000"
"White House/McFarland, Kathleen",1,Village of Southampton Planning Board,N/A,,Planning Board Member payment,"$4,000"
"White House/McFarland, Kathleen",2,Excellon,N/A,"$50,001 - $100,000",Interest,"$2,501 - $5,000"
"White House/McFarland, Kathleen",3,Excellon Resources Inc,N/A,,Directors fees,"$17,106"
"White House/McFarland, Kathleen",4,IRA,,,,
"White House/McFarland, Kathleen",4.1,DREYFUS TREAS SECURITIES CASH MGT PT,N/A,"$100,001 - $250,000",,None (or less than $201)
"White House/McFarland, Kathleen",4.2,U.S. TREASURY BILLS,N/A,"None (or less than $1,001)",Dividends,"$2,501 - $5,000"
"White House/McFarland, Kathleen",4.3,U.S. TREASURY NOTES,N/A,"$1,000,001 - $5,000,000",Dividends,"$5,001 - $15,000"
"White House/McFarland, Kathleen",4.4,VANGUARD CAPITAL VALUE F-INV,Yes,"$500,001 - $1,000,000",,"$5,001 - $15,000"
"White House/McFarland, Kathleen",4.5,VANGUARD DIVIDEND GROWTH-IV,Yes,"$500,001 - $1,000,000",,"$15,001 - $50,000"
"White House/McFarland, Kathleen",4.6,VANGUARD FTSE ALL-WORLD EX-US,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/McFarland, Kathleen",4.7,VANGUARD FTSE EMERGING MARKETS ETF,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/McFarland, Kathleen",4.8,VANGUARD IND FD MID-CAP,Yes,"$50,001 - $100,000",,"$201 - $1,000"
"White House/McFarland, Kathleen",4.9,VANGUARD REIT ETF,Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"White House/McFarland, Kathleen",4.10,VANGUARD SMALL-CAP ETF,Yes,"$50,001 - $100,000",,"$201 - $1,000"
"White House/McFarland, Kathleen",4.11,VANGUARD WINDSOR-ADM,Yes,"$500,001 - $1,000,000",,"$15,001 - $50,000"
"White House/McGahn, Donald F",1,E*Trade IRA (cash),N/A,"$15,001 - $50,000",,None (or less than $201)
"White House/McGahn, Donald F",2,Empowerment Retirement IRA,No,"$1,001 - $15,000",,None (or less than $201)
"White House/McGahn, Donald F",2.1,Great West Retirement Money Market I,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Meyer, Joyce Y",1,"WestFourth Communications, LLC  (public affairs consulting)",N/A,,Self- employment income generated by single member LLC,
"White House/Meyer, Joyce Y",2,Former employer retirement plan administered by Vanguard,No,"$100,001 - $250,000",Dividends,"$5,001 - $15,000"
"White House/Meyer, Joyce Y",2.1,Artisan International Fund Institutional Class (APHIX),Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Meyer, Joyce Y",2.2,JPMorgan Mid Cap Value Fund Class L (FLMVX),Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"White House/Meyer, Joyce Y",2.3,Vanguard Wellington Fund Admiral Shares (VWENX),Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"White House/Meyer, Joyce Y",2.4,Vanguard Windsor II Fund Admiral Shares (VWNAX),Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"White House/Meyer, Joyce Y",3,WestFourth retirement plan administered by Sharebuilder 401k - Capital One,No,"$50,001 - $100,000",Dividends Capital Gains,"$2,501 - $5,000"
"White House/Meyer, Joyce Y",3.1,iShares Core Mid Cap ETF,Yes,"None (or less than $1,001)",,"$201 - $1,000"
"White House/Meyer, Joyce Y",3.2,iShares Russell 2000 ETF,Yes,"None (or less than $1,001)",,"$201 - $1,000"
"White House/Meyer, Joyce Y",3.3,iShares TIPS Bond ETF,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Meyer, Joyce Y",3.4,Vanguard FTSE Developed Markets ETF,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Meyer, Joyce Y",3.5,Vanguard FTSE Emerging Markets Index ETF,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Meyer, Joyce Y",3.6,Vanguard Growth ETF,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Meyer, Joyce Y",3.7,Vanguard Total Bond Market ETF,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Meyer, Joyce Y",3.8,Vanguard Value ETF,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"White House/Meyer, Joyce Y",3.9,iShares Core S&P Small Cap ETF,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Meyer, Joyce Y",3.10,Vanguard Mid Cap ETF,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Morgan, Matthew",1,"Indiana University Health, Inc. (501(c)(3) Healthcare System)",N/A,,"salary, bonus",
"White House/Morgan, Matthew",2,JPMorgan SmartRetirement 2050,Yes,"$50,001 - $100,000",,"$201 - $1,000"
"White House/Morgan, Matthew",3,JPMorgan SmartRetirement 2045,Yes,"$50,001 - $100,000",,"$201 - $1,000"
"White House/Navarro, Peter",1,LeBon Architects,N/A,"None (or less than $1,001)",consulting fees,
"White House/Navarro, Peter",2,Irvine Company,N/A,,salary,
"White House/Navarro, Peter",3,AMZN Amazon,No,"$1,001 - $15,000",Capital Gains,"$5,001 - $15,000"
"White House/Navarro, Peter",4,GOOG Google,No,"$1,001 - $15,000",Capital Gains,"$1,001 - $2,500"
"White House/Navarro, Peter",5,SBUX Starbucks,No,"$1,001 - $15,000",Capital Gains,"$201 - $1,000"
"White House/Navarro, Peter",6,BFOCX  Berkshire Focus Fund,Yes,"$1,001 - $15,000",,"$1,001 - $2,500"
"White House/Nevins, Kristan K",1,Nevins Enterprises (Consulting),N/A,,salary,
"White House/Nevins, Kristan K",2,IRA,No,,,
"White House/Nevins, Kristan K",2.1,American Funds AMCAP A (AMCPX),Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Nevins, Kristan K",2.2,Fundamental Investors Inc (ANCFX),Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Nevins, Kristan K",2.3,New Economy Funds SBI (ANEFX),Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Nevins, Kristan K",2.4,New Perspective Fund (ANWPX),Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Nevins, Kristan K",2.5,American Balanced Fund (ABALX),Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Nevins, Kristan K",3,IRA,No,,,
"White House/Nevins, Kristan K",3.1,RBC Bank Deposit,N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Nevins, Kristan K",3.2,Altria Group Inc (MO),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Nevins, Kristan K",3.3,Reynolds American Inc (RAI),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Nevins, Kristan K",3.4,Chevron Corp (CVX),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Nevins, Kristan K",3.5,Royal Dutch Shell (RDSB),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Nevins, Kristan K",3.6,Bank of Montreal (BMO),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Nevins, Kristan K",3.7,HSBC Holdings (HSBC),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Nevins, Kristan K",3.8,AbbVie Inc. (ABBV),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Nevins, Kristan K",3.9,Merck & Co (MRK),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Nevins, Kristan K",3.10,GlaxoSmithKline (GSK),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Nevins, Kristan K",3.11,Lockheed Martin (LMT),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Nevins, Kristan K",3.12,Eaton Corporation (ETN),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Nevins, Kristan K",3.13,Microchip Technology  Inc (MCHP),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Nevins, Kristan K",3.14,Verizon Communications (VZ),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Nevins, Kristan K",3.15,BCE Inc (BCE),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Nevins, Kristan K",3.16,American Electric Power Co (AEP),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Nevins, Kristan K",3.17,Duke Energy Corporation (DUK),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Nevins, Kristan K",3.18,Weyerhaeuser Co (WY),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Nevins, Kristan K",3.19,ALPS (AMLP),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Nevins, Kristan K",3.20,Digital Realty Trust (DLR),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Nevins, Kristan K",3.21,Simon Property Group Inc (SPG),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Nevins, Kristan K",3.22,Well Tower Inc (HCN),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"White House/Nevins, Kristan K",4,401K,No,,,
"White House/Nevins, Kristan K",4.1,The American Funds Growth Portfolio R3 (RGPCX),Yes,"$100,001 - $250,000",,None (or less than $201)
"White House/Nevins, Kristan K",5,Brookings Institute,N/A,,Fees,
"White House/Niceta, Anna C",1,Hemington Wealth Management,N/A,,"salary, bonus",
"White House/Niceta, Anna C",2,Traditional IRA,N/A,"$15,001 - $50,000",,None (or less than $201)
"White House/Niceta, Anna C",2.1,Schwab Target 2050 Fund (SWNRX).,Yes,"$15,001 - $50,000",,
"White House/Niceta, Anna C",3,401(K) - Hemington Wealth Management,N/A,"$100,001 - $250,000",,None (or less than $201)
"White House/Niceta, Anna C",3.1,DFA Emerging Markets Core Equity 1 (DFCEX),Yes,"$1,001 - $15,000",,
"White House/Niceta, Anna C",3.2,DFA US Core Equity 1 (DFEOX),Yes,"$15,001 - $50,000",,
"White House/Niceta, Anna C",3.3,DFA International Core Equity 1 (DFIEX),Yes,"$1,001 - $15,000",,
"White House/Niceta, Anna C",3.4,DFA One-Year Fixed Income (DFIHX),Yes,"$1,001 - $15,000",,
"White House/Niceta, Anna C",3.5,DFA US Vector Equity 1 (DFVEX),Yes,"$1,001 - $15,000",,
"White House/Niceta, Anna C",3.6,DFA Inflation Protected Securities 1 (DIPSX),Yes,"$1,001 - $15,000",,
"White House/Niceta, Anna C",3.7,DFA Investment Grade Instl (DFAPX),Yes,"$15,001 - $50,000",,
"White House/Niceta, Anna C",3.8,DFA Global Real Estate Securities (DFGEX),Yes,"$1,001 - $15,000",,
"White House/Niceta, Anna C",3.9,DFA Selectively Hedged Global Fixed Income (DFSHX),Yes,"$1,001 - $15,000",,
"White House/Niceta, Anna C",3.10,DFA International Vector Equity Instl (DFVQX),Yes,"$1,001 - $15,000",,
"White House/Paoletta, Mark",1,"Harris, Wiltshire & Grannis",N/A,,Partnership distribution,
"White House/Paoletta, Mark",2,"Harris, Wiltshire & Grannis capital account",N/A,"$15,001 - $50,000",,None (or less than $201)
"White House/Paoletta, Mark",3,American Funds EuroPacific Gr R6,Yes,"$50,001 - $100,000",,None (or less than $201)
"White House/Paoletta, Mark",4,American Funds Growth Fund of Amer R6,Yes,"$50,001 - $100,000",,None (or less than $201)
"White House/Paoletta, Mark",5,Franklin Small Cap Growth R6,Yes,"$50,001 - $100,000",,None (or less than $201)
"White House/Paoletta, Mark",6,American Funds Investment Co of America R6,Yes,"$50,001 - $100,000",,"$1,001 - $2,500"
"White House/Paoletta, Mark",7,Amerian Funds Bond Fund of Amer R6,Yes,"$50,001 - $100,000",,"$201 - $1,000"
"White House/Paoletta, Mark",8,KeyBank EB MaGIC Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"White House/Pataki, Timothy A",1,"Micron Technologies (memory and semiconductor producer), headquarted in Boise, ID; spouse works out of Washington DC office",N/A,,"salary, bonus",
"White House/Pataki, Timothy A",2,Micron Tech Inc (MU),N/A,"$1,001 - $15,000",,None (or less than $201)
"White House/Pataki, Timothy A",3,Micron Retirement Plan - Vanguard Target 2050,Yes,"$15,001 - $50,000",,None (or less than $201)
"White House/Pataki, Timothy A",4,Fidelity Rollover IRA - Mellon IRA (Cash),N/A,"$50,001 - $100,000",,None (or less than $201)
"White House/Pavlik, Jennifer",1,Roth IRA,N/A,,,
"White House/Pavlik, Jennifer",1.1,OppenheimerFunds Capital Appreciation Fund A,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"White House/Pavlik, Jennifer",2,Deferred Compensation Plan - State Government IN - Indiana 2040 Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
