file,#,description,eif,value,income-type,income-amount
"Department of the Treasury/Bohigian, David",5,"American Research Capital; finances health research; 25,000 vested Profits Interest Units (value not readily ascertainable)",N/A,,,None (or less than $201)
"Department of the Treasury/Chung, Jason",1,Republican National Committee,N/A,,Salary,"$100,000"
"Department of the Treasury/Chung, Jason",2,Franklin Mutual Shares Inv Opt,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Chung, Jason",3,American Funds Growth Fund of America Inv Opt,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Chung, Jason",4,American Funds Washington Mutual Investors Inv Opt,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Chung, Jason",5,Fidelity Advisors Equity Income Inv Opt,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Chung, Jason",6,Fidelity Advisors Small Cap Inv Opt,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Chung, Jason",7,Fidelity Advisor Stock Selector Mid Cap Inv Opt,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Chung, Jason",8,Invesco International Growth Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Claver-Carone, Mauricio",1,Cuba Democracy Advocates,No,"$100,001 - $250,000",Salary,"$108,333"
"Department of the Treasury/Claver-Carone, Mauricio",2,Cuba Democracy Public Advocacy,No,"$50,001 - $100,000",Consulting Fees,"$77,000"
"Department of the Treasury/Claver-Carone, Mauricio",3,GMCC Partners,No,"$1,001 - $15,000",Partnership Share,"$6,553"
"Department of the Treasury/Claver-Carone, Mauricio",4,"Cambridge Social Science Decisions Lab, Inc.",No,"$250,001 - $500,000",,None (or less than $201)
"Department of the Treasury/Hauptman, Kyle",1,Main Street Growth Project,N/A,,Salary,"$148,823"
"Department of the Treasury/Hauptman, Kyle",2,Main Street Growth Project,N/A,,SEP-IRA contribution,"$27,000"
"Department of the Treasury/Hauptman, Kyle",3,Lending Club IRA,No,"$15,001 - $50,000",Interest,"$1,001 - $2,500"
"Department of the Treasury/Hauptman, Kyle",4,Fidelity New Market,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"Department of the Treasury/Hauptman, Kyle",5,Fidelity Total Market,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Hauptman, Kyle",6,Fidelity 500 Index Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Hauptman, Kyle",7,PowerShares Russell 1000 Equal Weight Portfolio,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Hauptman, Kyle",8,DFA Emerging Markets Core Equity Portfolio,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"Department of the Treasury/Hauptman, Kyle",9,Neuberger Berman High Income Bond Fund,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"Department of the Treasury/Hauptman, Kyle",10,Blackrock MSCI ACWI,Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"Department of the Treasury/Hauptman, Kyle",11,Blackrock Barclays Aggregate Bond,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"Department of the Treasury/Hauptman, Kyle",12,DFA Emerging Markets Core Equity Portfolio,Yes,"$50,001 - $100,000",,"$1,001 - $2,500"
"Department of the Treasury/Hauptman, Kyle",13,DFA US Small Cap Value Portfolio,Yes,"$50,001 - $100,000",,"$1,001 - $2,500"
"Department of the Treasury/Maloney, Andrew",1,Hess Corporation stock,N/A,"$250,001 - $500,000",,None (or less than $201)
"Department of the Treasury/Maloney, Andrew",2,"Hess Corporation, unvested performance share units",N/A,"$250,001 - $500,000",,None (or less than $201)
"Department of the Treasury/Maloney, Andrew",3,American Funds International Growth,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Maloney, Andrew",4,Blackrock US Oppty,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Maloney, Andrew",5,Fidelity Invest Emerging Market,Yes,"$50,001 - $100,000",,None (or less than $201)
"Department of the Treasury/Maloney, Andrew",6,American Funds The Growth Fund of America,Yes,"$15,001 - $50,000",,"$5,001 - $15,000"
"Department of the Treasury/Maloney, Andrew",7,American Funds New Perspective Fund,Yes,"$100,001 - $250,000",,"$15,001 - $50,000"
"Department of the Treasury/Maloney, Andrew",8,American Funds Investment Company of America,Yes,"$15,001 - $50,000",,"$2,501 - $5,000"
"Department of the Treasury/Maloney, Andrew",9,American Funds AMCAP Fund,Yes,"$15,001 - $50,000",,"$2,501 - $5,000"
"Department of the Treasury/Maloney, Andrew",10,American Funds New World Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Maloney, Andrew",11,American Funds SMALLCAP World Fund,Yes,"$15,001 - $50,000",,"$2,501 - $5,000"
"Department of the Treasury/Maloney, Andrew",12,American Funds The New Economy Fund,Yes,"$15,001 - $50,000",,"$5,001 - $15,000"
"Department of the Treasury/Maloney, Andrew",13,Touchstone Value,Yes,"$50,001 - $100,000",,None (or less than $201)
"Department of the Treasury/Maloney, Andrew",14,Vanguard Small Cap,Yes,"$15,001 - $50,000",,None (or less than $201)
"Department of the Treasury/Maloney, Andrew",15,Vanguard Developing Markets,Yes,"$15,001 - $50,000",,"$15,001 - $50,000"
"Department of the Treasury/Maloney, Andrew",16,William Blair Intl Small Cap,Yes,"$15,001 - $50,000",,None (or less than $201)
"Department of the Treasury/Maloney, Andrew",17,Lazard Emerging Markets,Yes,"$15,001 - $50,000",,None (or less than $201)
"Department of the Treasury/Maloney, Andrew",18,Vanguard Total Bond Market Index Admiral Shares,Yes,"$15,001 - $50,000",,None (or less than $201)
"Department of the Treasury/Maloney, Andrew",19,Western Asset Inflation Index,Yes,"$15,001 - $50,000",,None (or less than $201)
"Department of the Treasury/Maloney, Andrew",20,Hess Corporation- 2016 Bonus,N/A,,Bonus for 2016,"$364,700"
"Department of the Treasury/Maloney, Andrew",21,Hess Corporation,N/A,,Salary,"$650,000"
"Department of the Treasury/Maloney, Andrew",22,Hess Corp (Anticipated Severance Payment),N/A,"$250,001 - $500,000",,None (or less than $201)
"Department of the Treasury/Maloney, Andrew",23,Hess Corp. (Anticipated pro-rata bonus for 2017),N/A,"$50,001 - $100,000",,None (or less than $201)
"Department of the Treasury/Maloney, Andrew",24,"Hess Corporation Defined Benefit Plan (Value not readily ascertainable): eligible for $814,347 lump sum at age 65",N/A,,,None (or less than $201)
"Department of the Treasury/Maloney, Andrew",25,"Hess Corporation Defined Benefit Plan (Value not readily ascertainable): eligible for $1,410/mo. at age 65",N/A,,,None (or less than $201)
"Department of the Treasury/Maloney, Andrew",26,Hess Corporation (Anticipated Pro-Rata Long Term Incentive Grant for 2017),N/A,"$50,001 - $100,000",,None (or less than $201)
"Department of the Treasury/Maloney, Andrew",27,Hess Corporation Restricted Stock Unvested,N/A,"$100,001 - $250,000",,None (or less than $201)
"Department of the Treasury/Maloney, Andrew",28,"Hess Corporation, restricted stock",N/A,"None (or less than $1,001)",Cash Payment,"$164,000"
"Department of the Treasury/Maloney, Andrew",29,Ogilvy Government Relations Defined Benefit Plan: eligible for $376/month at age 55 or $566/month at age 65.,N/A,"$50,001 - $100,000",,None (or less than $201)
"Department of the Treasury/Maloney, Andrew",30,Hess Corporation- 2015 Bonus,N/A,,Bonus for 2015,"$332,200"
"Department of the Treasury/Miller, Eli",1,"Insperity PEO Services, L.P.",N/A,,Salary,"$189,437"
"Department of the Treasury/Miller, Eli",2,WO Angel Fund LLC,No,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Miller, Eli",2.1,"MRV Capital Partners, LLC (single purpose)",No,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Miller, Eli",2.1.1,"MRV Systems, LLC (marine robotics dev)",N/A,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Miller, Eli",3,The Printer Project LLC (advertising services),N/A,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Miller, Eli",4,Americans for Prosperity 401(k) Plan,No,"$1,001 - $15,000",,"$201 - $1,000"
"Department of the Treasury/Miller, Eli",4.1,Nw Inv Dest Aggr Svc (NDAAX),Yes,"$1,001 - $15,000",,"$201 - $1,000"
"Department of the Treasury/Miller, Eli",5,Forest City Employer LLC 401(k) Employee Savings Plan & Trust,No,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Miller, Eli",5.1,American Funds EuroPacific Growth (AEPGX),Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Miller, Eli",5.2,Blue Chip Growth Fund (TRBCX),Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Miller, Eli",5.3,Fidelity Contra Fund (FCNTX),Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Mkrtchian, Edgar",1,K&L Gates LLP (law firm),N/A,,Salary,"$25,096"
"Department of the Treasury/Mkrtchian, Edgar",2,Gulfport Energy Corporation - Common Stock,N/A,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Mkrtchian, Edgar",3,iShares MSCI All Country Asia ex Japan ETF,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Mkrtchian, Edgar",4,iShares Gold Trust,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Mkrtchian, Edgar",5,NetFlix Inc,N/A,"None (or less than $1,001)",,None (or less than $201)
"Department of the Treasury/Mkrtchian, Edgar",6,Vanguard Dividend Appreciation ETF,Yes,"None (or less than $1,001)",,None (or less than $201)
"Department of the Treasury/Mkrtchian, Edgar",7,PIMCO Total Return D,Yes,"None (or less than $1,001)",,None (or less than $201)
"Department of the Treasury/Mkrtchian, Edgar",8,Scout International Fund,Yes,"None (or less than $1,001)",,None (or less than $201)
"Department of the Treasury/Mkrtchian, Edgar",9,POWERSHARES DB MULTI SECTOR COMMODITY TRUST,Yes,"None (or less than $1,001)",,None (or less than $201)
"Department of the Treasury/Phillips, Craig",1,Credit Suisse Deferred Compensation - 1985 Agreement,N/A,"$5,000,001 - $25,000,000",,None (or less than $201)
"Department of the Treasury/Phillips, Craig",2,Credit Suisse Deferred Compensation - 1986 Agreement,N/A,"$5,000,001 - $25,000,000",,None (or less than $201)
"Department of the Treasury/Phillips, Craig",3,Morgan Stanley Select Employees' Capital Accumulation Program (SECAP),,"$1,000,001 - $5,000,000",,None (or less than $201)
"Department of the Treasury/Phillips, Craig",3.1,MM MSILF Prime Portfolio - IN (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.2,iShares JP Morgan USD Emerging Markets Bond Fund (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.3,PIMCO Global Bond (USD-Hedged) I (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.4,SPDR DB International Govt Infl-Prot Bond (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.5,America Funds American High Income Trust (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.6,iShares Barclays 7-10 Year Treasury Bond Fund (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.7,iShares Barclays US Treas Infl-Protect Securities (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.8,iShares iBoxx $ High Yield Corporate Bond Fund (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.9,PIMCO Low Duration (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.10,PIMCO Real Return Fund (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.11,PIMCO Total Return Institutional (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.12,PowerShares DB Agriculture Fund (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.13,PowerShares DB Commodity Index Fund (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.14,SPDR Gold Trust (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.15,MSIF Global Real Estate (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.16,MSIF U.S. Real Estate (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.17,MSIF Emerging Markets (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.18,MSIF Global Franchise (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.19,Vanguard Emerging Markets ETF (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.20,Vanguard European ETF (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.21,Vanguard FTSE All-World ex-US ETF (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.22,Vanguard Pacific ETF (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.23,Franklin Mutual European CL Z (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.24,MSIFT Mid Cap Growth (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.25,Real Estate Select Sector SPDR (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.26,Royce Special Equity (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.27,Short S&P 500 ProShares (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.28,United States Oil Fund (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.29,Consumer Staples Selector Sector SPDR (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.30,Energy Select Sector SPDR (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.31,Financials Select Sector SPDR (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.32,Industrial Select Sector SPDR (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.33,iShares Dow Jones Select Dividend Index Fund (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.34,iShares Dow Jones US Technology (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.35,Long Leaf Partners (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.36,MSIF Growth - I (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.37,MSIF Small Comp Growth (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.38,Utilities Select Sector SPDR (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.39,Vanguard 500 Index (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.40,Vanguard Energy Fund (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.41,Vanguard Mid Cap ETF (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",3.42,Vanguard Small Cap ETF (Notional),Yes,,,
"Department of the Treasury/Phillips, Craig",4,Morgan Stanley KEPER 2000,,"$15,001 - $50,000",Distributions,"$6,457"
"Department of the Treasury/Phillips, Craig",4.1,"Balderton Capital I, LP (Notional)",,,,
"Department of the Treasury/Phillips, Craig",4.2,Blackstone Capital Partners IV (Notional),,,,
"Department of the Treasury/Phillips, Craig",4.3,KKR Millenium Fund (Notional),,,,
"Department of the Treasury/Phillips, Craig",4.4,Polaris Venture Partners IV (Notional),,,,
"Department of the Treasury/Phillips, Craig",4.5,Warburg Pincus VIII (Notional),,,,
"Department of the Treasury/Phillips, Craig",5,Fidelity IRA,,,,
"Department of the Treasury/Phillips, Craig",5.1,Fidelity Government Cash Reserves,N/A,"$500,001 - $1,000,000",Interest,"$1,001 - $2,500"
"Department of the Treasury/Phillips, Craig",5.2,Apple Inc,N/A,"$250,001 - $500,000",Dividends,"$1,001 - $2,500"
"Department of the Treasury/Phillips, Craig",5.3,Anadarko Petroleum Corp.,N/A,"$15,001 - $50,000",Dividends,"$201 - $1,000"
"Department of the Treasury/Phillips, Craig",5.4,ProFunds UltraSector Oil & Gas Investor,N/A,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Phillips, Craig",5.5,Fidelity Telecom and Utilities,Yes,"None (or less than $1,001)",,"$201 - $1,000"
"Department of the Treasury/Phillips, Craig",5.6,Fidelity Select Energy,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"Department of the Treasury/Phillips, Craig",5.7,Fidelity Select Energy Service Port,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Phillips, Craig",5.8,General Electric Co.,N/A,"$15,001 - $50,000",Dividends,"$1,001 - $2,500"
"Department of the Treasury/Phillips, Craig",5.9,Goldman Sachs Group,N/A,"$100,001 - $250,000",Dividends,"$201 - $1,000"
