file,#,description,eif,value,income-type,income-amount
"Department of Education/Ham, Holly",175,Materials Select Sector SPDR ETF (XLB),Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of Education/Ham, Holly",176,Energy Select Sector SPDR ETF (XLE),Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of Education/Ham, Holly",177,Financial Select Sector SPDR ETF (XLF),Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of Education/Ham, Holly",178,Industrial Select Sector SPDR ETF (XLI),Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of Education/Ham, Holly",179,Technology Select Sector SPDR ETF (XLK),Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of Education/Ham, Holly",180,Consumer Staples Select Sector SPDR ETF (XLP),Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of Education/Ham, Holly",181,Real Estate Select Sector SPDR (XLRE),Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of Education/Ham, Holly",182,Utilities Select Sector SPDR ETF (XLU),Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of Education/Ham, Holly",183,Health Care Select Sector SPDR ETF (XLV),Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of Education/Ham, Holly",184,Consumer Discret Sel Sect SPDR ETF (XLY),Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of Education/Ham, Holly",185,"XPO Logistics, Inc. (XPO)",N/A,"$1,001 - $15,000",,None (or less than $201)
"Department of Education/Ham, Holly",186,Zix Corporation (ZIXI),N/A,"$1,001 - $15,000",,None (or less than $201)
"Department of Education/Ham, Holly",187,American Funds SMALLCAP World 529A (CSPAX),Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of Education/Ham, Holly",188,American Funds American Mutual 529A (CMLAX),Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of Education/Ham, Holly",189,American Funds New Economy 529A (CNGAX),Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of Education/Ham, Holly",190,American Funds Bond Fund of Amer 529A (CFAAX),Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of Education/Ham, Holly",191,American Funds Europacific Growth 529A (CEUAX),Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of Education/Ham, Holly",192,American Funds Growth Fund of Amer 529A (CGFAX),Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of Education/Ham, Holly",193,American Funds American High-Inc 529A (CITAX),Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of Education/Ham, Holly",194,American Funds SMALLCAP World 529A (CSPAX),Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of Education/Ham, Holly",195,American Funds Washington Mutual 529A (CWMAX),Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of Education/Hudson, Alexandra",1,U.S. Bank Account (Savings),N/A,"$15,001 - $50,000",,None (or less than $201)
"Department of Education/Hudson, Alexandra",2,U.S. Bank Account (Checking),N/A,"$1,001 - $15,000",,None (or less than $201)
"Department of Education/Jones, Amy L",1,Vanguard Windsor II,Yes,"$15,001 - $50,000",,"$2,501 - $5,000"
"Department of Education/Jones, Amy L",2,Vanguard Health Care,Yes,"$15,001 - $50,000",,"$2,501 - $5,000"
"Department of Education/Lee, Ebony Letise",1,Justice Federal Credit Union (Savings Account),N/A,"$1,001 - $15,000",,None (or less than $201)
"Department of Education/Lee, Ebony Letise",2,SunTrust Bank (Checking Account),N/A,"$15,001 - $50,000",,None (or less than $201)
"Department of Education/Ruddock, Neil",1,Barclays Savings Account,N/A,"$50,001 - $100,000",Interest,"$1,001 - $2,500"
"Department of Education/Ruddock, Neil",2,PNC Checking Account,N/A,"$1,001 - $15,000",,None (or less than $201)
"Department of Education/Toner, Jana",1,U.S. bank account #1 (cash),N/A,"$1,001 - $15,000",Interest,None (or less than $201)
"Department of Education/Toner, Jana",2,U.S. bank account #2 (cash),N/A,"$1,001 - $15,000",Interest,None (or less than $201)
"Department of Education/Toner, Jana",3,U.S. bank account #3 (cash),N/A,"$100,001 - $250,000",Interest,"$201 - $1,000"
"Department of Education/Toner, Jana",4,CollegeAmerica 529 College Savings Plan,No,,,
"Department of Education/Toner, Jana",4.1,American Funds Balanced Portfolio F-1 (BLPFX),Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"Department of Education/Toner, Jana",4.2,American Funds American High-Income Trust (AHTFX),Yes,"$15,001 - $50,000",,"$201 - $1,000"
"Department of Education/Toner, Jana",4.3,American Mutual Fund F-1 (AMFFX),Yes,"$15,001 - $50,000",,"$2,501 - $5,000"
"Department of Education/Toner, Jana",4.4,Capital World Bond Fund F-1 (WBFFX),Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of Education/Toner, Jana",4.5,New World Fund F-1 (NWFFX),Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of Education/Ventimiglia, Eric",1,Bank of America Checking Account,N/A,"$1,001 - $15,000",,None (or less than $201)
"Department of Education/Young, Patrick",1,Event Strategies Inc Stock,N/A,"$100,001 - $250,000",,None (or less than $201)
"Department of Education/Young, Patrick",2,Wells Fargo Checking and Savings Account,N/A,"$100,001 - $250,000",,None (or less than $201)
"Department of Housing and Urban Development/Bass, Deidre",1,US Savings Account,,"$15,001 - $50,000",Savings,
"Department of Housing and Urban Development/Bowes, Robert",1,Residential real estate Bethesda MD,No,"$1,000,001 - $5,000,000",Rent or Royalties,"$15,001 - $50,000"
"Department of Housing and Urban Development/Bowes, Robert",2,IRA - Vanguard,No,"$100,001 - $250,000",,
"Department of Housing and Urban Development/Bowes, Robert",2.1,Frontline Ltd (FRO),No,"$50,001 - $100,000",Dividends,"$2,501 - $5,000"
"Department of Housing and Urban Development/Bowes, Robert",2.2,Golden Ocean Group Ltd (GOGL),No,"$50,001 - $100,000",,None (or less than $201)
"Department of Housing and Urban Development/Coffey, Alexander",1,"Condominium Ft. Lauderdale, Florida",N/A,"$100,001 - $250,000",Rent or Royalties,"$5,001 - $15,000"
"Department of Housing and Urban Development/Kasper, Maren",1,"Apple, Inc.",N/A,"$1,001 - $15,000",Dividends,None (or less than $201)
"Department of Housing and Urban Development/Patton, Lynne",1,US Bank #1 - cash account,,"$15,001 - $50,000",Interest,None (or less than $201)
"Department of Housing and Urban Development/Patton, Lynne",2,US Bank #2 - cash account,,"$15,001 - $50,000",Interest,None (or less than $201)
"Department of Housing and Urban Development/Petty, Timothy",1,U.S. Bank Account #1,N/A,"$100,001 - $250,000",Interest,"$1,001 - $2,500"
"Department of Housing and Urban Development/Petty, Timothy",2,U.S. Bank Account #2,N/A,"$15,001 - $50,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",1,Family Present Interest Trust,No,,,
"Department of the Treasury/Bohigian, David",1.1,iShares Russell 2000 Growth Index,Yes,"$15,001 - $50,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",1.2,iShares Russell Midcap Growth Index,Yes,"$15,001 - $50,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",1.3,iShares MSCI EAFE Index,Yes,"$15,001 - $50,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",1.4,iShares MSCI Emerging Markets Index,Yes,"$15,001 - $50,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",1.5,SPDR S&P 500 ETF,Yes,"$50,001 - $100,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",1.6,"Plains All American Pipeline, LP",N/A,"$15,001 - $50,000",Dividends,"$201 - $1,000"
"Department of the Treasury/Bohigian, David",2,US Bank Account (cash),N/A,"$500,001 - $1,000,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",3,MOST - Missouri's 529 College Savings Plan,No,,,
"Department of the Treasury/Bohigian, David",3.1,Vanguard Total Bond Market II Index Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",3.2,Vanguard Total International Bond Index Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",3.3,Vanguard Institutional Total Stock Market Index Fund,Yes,"$15,001 - $50,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",3.4,Vanguard Total International Stock Index Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",4,DC College Savings Plan,No,,,None (or less than $201)
"Department of the Treasury/Bohigian, David",4.1,Calvert Small Cap Fund - DC 529,Yes,"$100,001 - $250,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",5,Utah Educational Savings Plan (1),No,,,
"Department of the Treasury/Bohigian, David",5.1,Vanguard Total Stock Market Index,Yes,"$15,001 - $50,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",5.2,Vanguard Developed Market Index,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",5.3,Vanguard Emerging Market Stock Index,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",5.4,Vanguard Total Bond Market Index,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",5.5,Vanguard Short-Term Investment-Grade,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",5.6,Vanguard Short-Term Bon,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",5.7,FDIC Insured Portfolio,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",6,"Center Creek Housing Fund I: residential real estate, jacksonville FL (limited partner)",No,"$100,001 - $250,000",Dividends Capital Gains,"$15,001 - $50,000"
"Department of the Treasury/Bohigian, David",7,CEEFAM Properties LLC,No,,,
"Department of the Treasury/Bohigian, David",7.1,NuStar Energy LP (stock),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"Department of the Treasury/Bohigian, David",7.2,"Buckeye Partners, LP (stock)",N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"Department of the Treasury/Bohigian, David",7.3,Magellan Midstream Partners LP (stock),N/A,"$1,001 - $15,000",Dividends,"$201 - $1,000"
"Department of the Treasury/Bohigian, David",7.4,VIZN energy systems - energy storage/battery company,N/A,"$50,001 - $100,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",7.5,Pegasus Bank,N/A,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",8,US Brokerage Account C 394,No,,,
"Department of the Treasury/Bohigian, David",8.1,"Buckeye Partners, LP",N/A,"$15,001 - $50,000",Dividends,"$1,001 - $2,500"
"Department of the Treasury/Bohigian, David",8.2,"Energy Transfer Partners, LP",N/A,"$15,001 - $50,000",Dividends,"$1,001 - $2,500"
"Department of the Treasury/Bohigian, David",8.3,"Holly Energy Partners, LP",N/A,"$15,001 - $50,000",Dividends,"$1,001 - $2,500"
"Department of the Treasury/Bohigian, David",8.4,Plains All American Pipeline LP,N/A,"$15,001 - $50,000",Dividends,"$2,501 - $5,000"
"Department of the Treasury/Bohigian, David",8.5,iShares MSCI Emerging Markets Index,Yes,"$100,001 - $250,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",8.6,iShares MSCI EAFE Index,Yes,"$100,001 - $250,000",,"$2,501 - $5,000"
"Department of the Treasury/Bohigian, David",8.7,iShares Russel Midcap Growth Index,Yes,"$50,001 - $100,000",,"$201 - $1,000"
"Department of the Treasury/Bohigian, David",8.8,iShares Russell Midcap Index,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"Department of the Treasury/Bohigian, David",8.9,iShares Russell 1000 Growth Index,Yes,"$100,001 - $250,000",,"$2,501 - $5,000"
"Department of the Treasury/Bohigian, David",8.1,iShares Russell 1000 Value Index,Yes,"$100,001 - $250,000",,"$2,501 - $5,000"
"Department of the Treasury/Bohigian, David",8.11,iShares Russell 1000 Index,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"Department of the Treasury/Bohigian, David",8.12,iShares Russell 2000 Growth Index,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"Department of the Treasury/Bohigian, David",8.13,iShares Russell 2000 Value Index,Yes,"$15,001 - $50,000",,"$201 - $1,000"
"Department of the Treasury/Bohigian, David",8.14,SPDR S&P 500,Yes,"$250,001 - $500,000",,"$5,001 - $15,000"
"Department of the Treasury/Bohigian, David",9,US Brokerage Account 523,No,,,
"Department of the Treasury/Bohigian, David",9.1,NGL Energy Partners LP,N/A,"$1,001 - $15,000",Dividends,"$1,001 - $2,500"
"Department of the Treasury/Bohigian, David",9.2,Williams Partners LP,N/A,"$15,001 - $50,000",Dividends,"$1,001 - $2,500"
"Department of the Treasury/Bohigian, David",9.3,Kinder Morgan Inc,N/A,"$15,001 - $50,000",Dividends,"$201 - $1,000"
"Department of the Treasury/Bohigian, David",9.4,iShares MSCI EAFE Index,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"Department of the Treasury/Bohigian, David",9.5,iShares Russell Midcap Index,Yes,"$50,001 - $100,000",,"$201 - $1,000"
"Department of the Treasury/Bohigian, David",9.6,iShares Russell 1000 Index,Yes,"$100,001 - $250,000",,"$1,001 - $2,500"
"Department of the Treasury/Bohigian, David",9.7,SPDR EURO STOXX 50,Yes,"$15,001 - $50,000",,"$1,001 - $2,500"
"Department of the Treasury/Bohigian, David",10,Utah Educational Savings Plan (2),,,,
"Department of the Treasury/Bohigian, David",10.1,Vanguard Total Stock Market Index Admiral Shares,Yes,"$15,001 - $50,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",10.2,Vanguard Developed Markets Index Admiral,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",10.3,Vanguard Emerging Market,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",10.4,Vanguard Total Bond Market Index Admiral Shares,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",10.5,Vanguard Short-Term Investment Grade,Yes,"$1,001 - $15,000",,"$201 - $1,000"
"Department of the Treasury/Bohigian, David",10.6,Vanguard Short-Term Bond Index Admiral Shares,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",11,Utah Educational Savings Plan (3),,,,
"Department of the Treasury/Bohigian, David",11.1,Vanguard Total Stock,Yes,"$15,001 - $50,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",11.2,Vanguard Developed Markets Index Admiral,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",11.3,Vanguard Emerging Markets Stock Index Admiral Shares,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",11.4,Vanguard Total Bond Market Index Admiral Shares,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",11.5,Vanguard Short-Term Investment-Grade,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",11.6,Vanguard Short-Term Bond Index Admiral Shares,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",12,MOST-Missouri's 529 College Savings Plan (2),No,,,
"Department of the Treasury/Bohigian, David",12.1,vanguard institutional total stock market index fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",12.2,Vanguard Total International Bond Index Admiral Shares,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",12.3,vanguard total bond market II index fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",12.4,Vanguard Total International Bond Index Admiral Shares,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",13,MOST - Missouri's 529 College Savings Plan (1),No,,,
"Department of the Treasury/Bohigian, David",13.1,Vanguard Institutional Total Stock Market Index Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",13.2,Vanguard Total International Stock Index Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",13.3,Vanguard Total Bond Market II Index Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",13.4,Vanguard Total International Bond Index Fund,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",14,DC College Savings Plan 2,No,,,
"Department of the Treasury/Bohigian, David",14.1,Calvert College Savings 2019 Portfolio,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Bohigian, David",14.2,Calvert US Total Stock Market Index Portfolio,Yes,"$1,001 - $15,000",,None (or less than $201)
"Department of the Treasury/Chung, Jason",1,Capital One,No,"$1,001 - $15,000",Interest,None (or less than $201)
"Department of the Treasury/Chung, Jason",2,Congressional Federal Credit Union,No,"$1,001 - $15,000",Interest,None (or less than $201)
